,full_name,id,url,stars
147,liferay/liferay-portal,317887,https://api.github.com/repos/liferay/liferay-portal,1875
148,spring-projects/spring-data-build,7469974,https://api.github.com/repos/spring-projects/spring-data-build,73
149,pingidentity/ldapsdk,36765127,https://api.github.com/repos/pingidentity/ldapsdk,256
150,fusesource/jansi,298328,https://api.github.com/repos/fusesource/jansi,917
151,lodash/lodash,3955647,https://api.github.com/repos/lodash/lodash,53511
152,findbugsproject/findbugs,39406013,https://api.github.com/repos/findbugsproject/findbugs,711
153,webjars/bootstrap,5977729,https://api.github.com/repos/webjars/bootstrap,40
154,jruby/jruby,168370,https://api.github.com/repos/jruby/jruby,3611
155,TooTallNate/Java-WebSocket,481412,https://api.github.com/repos/TooTallNate/Java-WebSocket,9107
156,fabric8io/kubernetes-client,38829639,https://api.github.com/repos/fabric8io/kubernetes-client,2498
157,cucumber/cucumber-jvm,1962219,https://api.github.com/repos/cucumber/cucumber-jvm,2465
158,keycloak/keycloak,11125589,https://api.github.com/repos/keycloak/keycloak,12660
159,pmd/pmd,4992906,https://api.github.com/repos/pmd/pmd,3889
160,codehaus-plexus/plexus-utils,29923817,https://api.github.com/repos/codehaus-plexus/plexus-utils,23
161,FasterXML/jackson-module-scala,1123727,https://api.github.com/repos/FasterXML/jackson-module-scala,463
162,googleapis/google-http-java-client,28992330,https://api.github.com/repos/googleapis/google-http-java-client,1240
163,remkop/picocli,80640282,https://api.github.com/repos/remkop/picocli,3592
164,xerial/snappy-java,5695907,https://api.github.com/repos/xerial/snappy-java,897
165,typetools/checker-framework,38488726,https://api.github.com/repos/typetools/checker-framework,829
166,rest-assured/rest-assured,1011539,https://api.github.com/repos/rest-assured/rest-assured,5909
167,javaee/glassfish,88831074,https://api.github.com/repos/javaee/glassfish,748
168,thymeleaf/thymeleaf-spring,4399506,https://api.github.com/repos/thymeleaf/thymeleaf-spring,400
169,itext/itextpdf,14892248,https://api.github.com/repos/itext/itextpdf,1372
170,zxing/zxing,2562751,https://api.github.com/repos/zxing/zxing,29733
171,drewnoakes/metadata-extractor,26836459,https://api.github.com/repos/drewnoakes/metadata-extractor,2069
172,bndtools/bnd,606956,https://api.github.com/repos/bndtools/bnd,471
173,HtmlUnit/htmlunit,147069989,https://api.github.com/repos/HtmlUnit/htmlunit,567
174,bonigarcia/webdrivermanager,32280638,https://api.github.com/repos/bonigarcia/webdrivermanager,1987
175,lightbend/scala-logging,11459398,https://api.github.com/repos/lightbend/scala-logging,872
176,OpenFeign/feign,10981994,https://api.github.com/repos/OpenFeign/feign,8116
177,apache/maven-apache-parent,109480449,https://api.github.com/repos/apache/maven-apache-parent,19
178,dnsjava/dnsjava,17084567,https://api.github.com/repos/dnsjava/dnsjava,656
179,jettison-json/jettison,33880730,https://api.github.com/repos/jettison-json/jettison,33
180,micrometer-metrics/micrometer,87859908,https://api.github.com/repos/micrometer-metrics/micrometer,3439
181,facebook/react,10270250,https://api.github.com/repos/facebook/react,190177
182,rhuss/jolokia,777444,https://api.github.com/repos/rhuss/jolokia,746
183,rometools/rome,13040953,https://api.github.com/repos/rometools/rome,798
184,immutables/immutables,11233996,https://api.github.com/repos/immutables/immutables,3123
185,jline/jline3,60111626,https://api.github.com/repos/jline/jline3,1068
186,hibernate/hibernate-jpa-api,4435558,https://api.github.com/repos/hibernate/hibernate-jpa-api,33
187,dom4j/dom4j,38423426,https://api.github.com/repos/dom4j/dom4j,806
188,scalaz/scalaz,474633,https://api.github.com/repos/scalaz/scalaz,4544
189,redisson/redisson,15823460,https://api.github.com/repos/redisson/redisson,19229
190,zio/zio,134079884,https://api.github.com/repos/zio/zio,3407
191,googleapis/google-oauth-java-client,25881471,https://api.github.com/repos/googleapis/google-oauth-java-client,564
192,angular/angular,24195339,https://api.github.com/repos/angular/angular,82093
193,lampepfl/dotty,7035651,https://api.github.com/repos/lampepfl/dotty,4996
194,neo4j/neo4j,6650539,https://api.github.com/repos/neo4j/neo4j,10142
195,bcgit/bc-java,10416648,https://api.github.com/repos/bcgit/bc-java,1697
196,FasterXML/jackson-datatypes-collections,50007393,https://api.github.com/repos/FasterXML/jackson-datatypes-collections,63
197,eclipse-ee4j/eclipselink,124586660,https://api.github.com/repos/eclipse-ee4j/eclipselink,133
198,javaee/javaee-jsp-api,89322584,https://api.github.com/repos/javaee/javaee-jsp-api,19
199,webjars/jquery,5763804,https://api.github.com/repos/webjars/jquery,21
200,osgi/osgi,255701604,https://api.github.com/repos/osgi/osgi,51
